query_id,product_id,query,product_title,text_a,text_b,label
82653,B00DP43P3C,postal 50 cumpleaños,"second nature - tarjeta de felicitación para cumpleaños, diseño en 3d con texto en inglés""celebrate 50 today""",query: postal 50 cumpleaños,"passage: second nature - tarjeta de felicitación para cumpleaños, diseño en 3d con texto en inglés""celebrate 50 today""",1
38661,B01N802ZIW,exofiliante facial,"l'oréal paris hydra genius cuidado líquido facial hidratante, para uso diario en pieles mixtas a grasas, 70 ml",query: exofiliante facial,"passage: l'oréal paris hydra genius cuidado líquido facial hidratante, para uso diario en pieles mixtas a grasas, 70 ml",1
57344,B07F879VMC,keto quemagrasas potente para adelgazar,slim girlz fat-burner | 60 cápsulas para adelgazar | quemador de grasa para mujeres | 10 ingredientes activos para pérdida de peso| adelgazante vegano para dieta keto sin estimulantes |hecho en la ue,query: keto quemagrasas potente para adelgazar,passage: slim girlz fat-burner | 60 cápsulas para adelgazar | quemador de grasa para mujeres | 10 ingredientes activos para pérdida de peso| adelgazante vegano para dieta keto sin estimulantes |hecho en la ue,1
28537,B07XLKTTGR,consolador,"cộñșộlạdôr de sîlîcộñạ pura de dộblę cạpạ, ręạlîștā ręạl dóñġ pę-ñ-îș ręplîcạ cônșộlạdôręs para mụjęręș con orgạșmộ cóñtîñụộcộñ pôtęñtęș vęntộșạ,clear",query: consolador,"passage: cộñșộlạdôr de sîlîcộñạ pura de dộblę cạpạ, ręạlîștā ręạl dóñġ pę-ñ-îș ręplîcạ cônșộlạdôręs para mụjęręș con orgạșmộ cóñtîñụộcộñ pôtęñtęș vęntộșạ,clear",1
71431,B07P6Y9L5D,muebles de salon,liquidatodo ® - salón de diseño 200 cm moderna y barata en blanco brillo y gris,query: muebles de salon,passage: liquidatodo ® - salón de diseño 200 cm moderna y barata en blanco brillo y gris,1
27412,B0010XQ1ZY,coffee mate sin azucar,nestle coffee-mate the original 1 kg,query: coffee mate sin azucar,passage: nestle coffee-mate the original 1 kg,1
115453,B005A99UWK,zapatillas nike mujer,"nike kawa shower, zapatos de playa y piscina para hombre, azul (midnight navy / white), 40 eu",query: zapatillas nike mujer,"passage: nike kawa shower, zapatos de playa y piscina para hombre, azul (midnight navy / white), 40 eu",1
51661,B01A17J6JC,hp 22,printing pleasure 2 cartuchos de tinta compatibles para hp deskjet 3940 f2120 f2180 f2280 f380 f4180 d1460 d2360 d2460 officejet 4315 psc 1410 | reemplazo para hp 21xl (c9351ae) & hp 22xl (c9352ae),query: hp 22,passage: printing pleasure 2 cartuchos de tinta compatibles para hp deskjet 3940 f2120 f2180 f2280 f380 f4180 d1460 d2360 d2460 officejet 4315 psc 1410 | reemplazo para hp 21xl (c9351ae) & hp 22xl (c9352ae),1
65280,B00G6H9FG6,maletin de herramientas,"meister 9095130 - maletín de herramientas, 395 x 300 x 130 mm",query: maletin de herramientas,"passage: meister 9095130 - maletín de herramientas, 395 x 300 x 130 mm",1
115300,B000C1W6YA,yves laurent,yves saint laurent body kouros eau de toilette vaporizador 100 ml,query: yves laurent,passage: yves saint laurent body kouros eau de toilette vaporizador 100 ml,1
103268,B019WQNBAS,tinta dcp-j315w,"npc print - juego de 4 cartuchos de tinta compatibles brother lc985 para brother dcp-j125, dcp-j140w, dcp-j315w, dcp-j515w, mfc-j220, mfc-j265w, mfc-j410, mfc-j415w (cian, magenta, amarillo y negro)",query: tinta dcp-j315w,"passage: npc print - juego de 4 cartuchos de tinta compatibles brother lc985 para brother dcp-j125, dcp-j140w, dcp-j315w, dcp-j515w, mfc-j220, mfc-j265w, mfc-j410, mfc-j415w (cian, magenta, amarillo y negro)",1
53621,B07BFMWQBW,interruptor exteriorhe,"electraline 58064 interruptor crepuscular con programación, nocturna, temporizador, para uso exterior ip44, blanco",query: interruptor exteriorhe,"passage: electraline 58064 interruptor crepuscular con programación, nocturna, temporizador, para uso exterior ip44, blanco",1
91425,B07DTLKTDF,secador,"babyliss as545e cepillo rotativo de aire con 4 cabezales, base cerámica, tecnología iónica, aerodinámica termica, 2 velocidades, color blanco",query: secador,"passage: babyliss as545e cepillo rotativo de aire con 4 cabezales, base cerámica, tecnología iónica, aerodinámica termica, 2 velocidades, color blanco",1
